frame,root_x,root_y,root_z,left_z,right_z,left_contact,right_contact,left_contact_count,right_contact_count,left_xy_step_motion,right_xy_step_motion,left_clearance,right_clearance,left_swing,right_swing
150,1.9766680002212524,-0.016711529344320297,0.79,0.0762678351882004,0.0013809884975210934,0,1,0,1,0.018603179934507053,0.008827861019492036,0.09763505463342327,0.010244298741256763,1,0
151,1.993652105331421,-0.017514362931251526,0.79,0.06990549451547688,-0.004702752811986954,0,1,0,2,0.009409342520613305,0.0036073710054307026,0.09127271396069975,0.004160557431748715,1,0
152,2.0103774070739746,-0.018121108412742615,0.79,0.06932783222581732,-0.0058419205039677985,0,1,0,2,0.006594821110172854,0.010200748787008588,0.09069505167104018,0.0030213897397678713,1,0
153,2.026087760925293,-0.018935203552246094,0.79,0.07263378461042092,-0.004694036961826825,0,1,0,2,0.014929155229642685,0.017043834210029578,0.09400100405564378,0.004169273281908845,1,0
154,2.0403153896331787,-0.019719790667295456,0.79,0.07579428678190805,-0.005162167085308908,0,1,0,2,0.03349832164994495,0.022543030401490364,0.09716150622713092,0.0037011431584267618,1,0
155,2.0535054206848145,-0.020376045256853104,0.79,0.07751835538392753,-0.005093237659457767,0,1,0,2,0.05088708403405607,0.021116675722719656,0.09888557482915039,0.003770072584277903,1,0
156,2.066110134124756,-0.02049330808222294,0.79,0.08101157194065743,-0.006607726667790817,0,1,0,2,0.04752060507109898,0.02421492085622904,0.1023787913858803,0.002255583575944853,1,0
157,2.0780861377716064,-0.020524295046925545,0.79,0.07336329404446534,-0.008281661875066307,0,1,0,2,0.052426308439804684,0.02724672818459956,0.09473051348968821,0.000581648368669363,1,0
158,2.089406728744507,-0.020505307242274284,0.79,0.05174792930627582,-0.008915063277149707,0,1,0,2,0.06062251425731992,0.023513217216789742,0.07311514875149869,-5.175303341403703e-05,1,0
159,2.1003530025482178,-0.02022205851972103,0.79,0.022358641318128578,-0.008194857007357781,0,1,0,2,0.0744862601739963,0.01212623692409483,0.04372586076335144,0.0006684532363778889,1,0
160,2.111523151397705,-0.01951735094189644,0.79,-0.004418361852658675,-0.005353344919225844,1,1,2,2,0.07615976804618747,0.01759569826998194,0.016948857592564186,0.0035099653245098256,1,0
161,2.1226437091827393,-0.018894406035542488,0.79,-0.02178374906335291,-0.0012804640727307748,1,1,2,1,0.0792268792281498,0.008773475910757701,-0.00041652961813004943,0.007582846171004895,0,0
162,2.134653329849243,-0.0179465189576149,0.79,-0.02622068696163793,0.006393882313972865,1,0,2,0,0.07198705379967422,0.012950364890594404,-0.004853467516415067,0.015257192557708535,0,1
163,2.147062301635742,-0.01710028201341629,0.79,-0.021361465898588006,0.018755715925816124,1,0,2,0,0.05913857187126407,0.014910629603760548,5.753546634856138e-06,0.027619026169551794,0,1
164,2.1603622436523438,-0.016058368608355522,0.79,-0.006589768223887335,0.03466744299957139,1,0,2,0,0.0480566001900951,0.0037412299758146947,0.014777451221335527,0.04353075324330706,0,1
165,2.1747004985809326,-0.015332171693444252,0.79,0.013410152598180694,0.05253397873888213,0,0,0,0,0.037655473313522494,0.017890158114667782,0.03477737204340356,0.0613972889826178,1,1
166,2.1894567012786865,-0.014461137354373932,0.79,0.021553622288332498,0.06507166524890193,0,0,0,0,0.023908874032898417,0.013983163708500243,0.04292084173355536,0.0739349754926376,1,1
167,2.204989194869995,-0.013556121848523617,0.79,0.012528928674157946,0.07305119240470477,0,0,0,0,0.019861222565329125,0.013392128888965273,0.03389614811938081,0.08191450264844044,1,1
168,2.221583127975464,-0.012683369219303131,0.79,-0.002143510356599515,0.07804812644765154,1,0,1,0,0.011278615618638101,0.01039626469733536,0.019223709088623347,0.0869114366913872,1,1
169,2.2382476329803467,-0.011897867545485497,0.79,-0.00946102001094401,0.07787344737248204,1,0,2,0,0.009073818113429229,0.0112688486564298,0.011906199434278852,0.08673675761621771,0,1
170,2.254607677459717,-0.01110818237066269,0.79,-0.01206199744422054,0.07269932284112963,1,0,2,0,0.0002997284137420963,0.02195533013051235,0.009305222001002322,0.0815626330848653,0,1
171,2.2703769207000732,-0.010479154996573925,0.79,-0.014829654018102295,0.07966109154830867,1,0,2,0,0.016975622229520152,0.02067251709558372,0.006537565427120567,0.08852440179204434,0,1
172,2.2837512493133545,-0.010264236479997635,0.79,-0.016903979250652415,0.08934414908175209,1,0,2,0,0.022569208761273104,0.03247188111353299,0.004463240194570447,0.09820745932548776,0,1
173,2.2960779666900635,-0.010205748490989208,0.79,-0.018186460865699222,0.09483493505751625,1,0,2,0,0.024172836303230565,0.0402883461557158,0.0031807585795236397,0.10369824530125192,0,1
174,2.3078694343566895,-0.010524507611989975,0.79,-0.018790793832539746,0.09008796905880559,1,0,2,0,0.02045157086771761,0.04900157901555751,0.0025764256126831163,0.09895127930254126,0,1
175,2.319472074508667,-0.011164285242557526,0.79,-0.019767281559676636,0.0786696987317559,1,0,2,0,0.027908780359537286,0.05212881268446219,0.0015999378855462258,0.08753300897549157,0,1
176,2.330634593963623,-0.011705388315021992,0.79,-0.01863361709618913,0.0608416826836264,1,0,2,0,0.022011752627213152,0.057802543764055386,0.0027336023490337306,0.06970499292736207,0,1
177,2.341695547103882,-0.012493631802499294,0.79,-0.01630053070549553,0.03870810512455983,1,0,2,0,0.021134489327755007,0.06518165013607409,0.005066688739727331,0.0475714153682955,0,1
178,2.3524155616760254,-0.013637367635965347,0.79,-0.012958753603781278,0.0183317529399374,1,0,2,0,0.014795062619460026,0.07683421804932089,0.008408465841441583,0.02719506318367307,0,1
179,2.3637566566467285,-0.014544984325766563,0.79,-0.00662159074235899,0.005612820055598419,1,0,2,0,0.017228594520982167,0.07381492903784544,0.014745628702863871,0.014476130299334089,0,0
180,2.3757383823394775,-0.015415848232805729,0.79,0.0015385333514893323,0.0002637638469975001,1,1,1,2,0.01269525416586019,0.0687274134233042,0.022905752796712194,0.00912707409073317,1,0
181,2.388170003890991,-0.016142655164003372,0.79,0.0148917193932947,0.0013327356310909727,0,1,0,1,0.021648685788141216,0.06018215248180262,0.036258938838517565,0.010196045874826642,1,0
182,2.4012210369110107,-0.01699226349592209,0.79,0.027027993662647617,0.003947702473149017,0,1,0,1,0.013411097086568846,0.04370499907993514,0.04839521310787048,0.012811012716884687,1,0
183,2.41487193107605,-0.017609411850571632,0.79,0.038185890944932716,0.02098900442490307,0,0,0,0,0.011507070186418873,0.08929069059946543,0.05955311039015558,0.02985231466863874,1,1
184,2.429121971130371,-0.01822791062295437,0.79,0.05076158198678711,0.02274380409562205,0,0,0,0,0.012304533389245998,0.027956515205084593,0.07212880143200998,0.03160711433935772,1,1
185,2.4440011978149414,-0.018867213279008865,0.79,0.06325634908412203,0.004051163445099294,0,1,0,1,0.01673471544279306,0.04574316350224004,0.0846235685293449,0.012914473688834964,1,0
186,2.460003614425659,-0.01939627341926098,0.79,0.07551290026510574,0.0022412085247028243,0,1,0,1,0.019905224784092655,0.005665636491979872,0.0968801197103286,0.011104518768438494,1,0
187,2.476304769515991,-0.020200377330183983,0.79,0.07492046080811977,-0.0037776212089089822,0,1,0,2,0.014313489314703642,0.004531599585491352,0.09628768025334264,0.0050856890348266875,1,0
188,2.493659019470215,-0.020498141646385193,0.79,0.07376687431679005,-0.008785680693614614,0,1,0,2,0.0075084121526192826,0.008628892432845404,0.09513409376201291,7.762955012105555e-05,1,0
189,2.510213851928711,-0.020999165251851082,0.79,0.07241833051646376,-0.008576104171224896,0,1,0,2,0.012260710838468289,0.013116125180579688,0.09378554996168663,0.00028720607251077335,1,0
190,2.5252437591552734,-0.02136312797665596,0.79,0.07353307852387782,-0.006704758537651373,0,1,0,2,0.024105545893786252,0.016212431698409302,0.09490029796910068,0.002158551706084297,1,0
191,2.5393519401550293,-0.021517474204301834,0.79,0.07778470282842187,-0.007631910358811778,0,1,0,2,0.03990252348531571,0.028009583639946635,0.09915192227364474,0.0012313998849238922,1,0
192,2.5525104999542236,-0.02197130024433136,0.79,0.08486495636111224,-0.007548068586862855,0,1,0,2,0.04653052669478075,0.025188530183538064,0.10623217580633511,0.0013152416568728148,1,0
193,2.565156936645508,-0.022061683237552643,0.79,0.08508809935327748,-0.007794670058321379,0,1,0,2,0.04714337394470642,0.02550928162775878,0.10645531879850034,0.0010686401854142907,1,0
194,2.5773727893829346,-0.022030668333172798,0.79,0.07315823624037127,-0.006946078311975815,0,1,0,2,0.051995475322980746,0.024719373654794038,0.09452545568559413,0.0019172319317598552,1,0
195,2.5890560150146484,-0.021827246993780136,0.79,0.0464856904566982,-0.005844028933793197,0,1,0,2,0.06227105882246651,0.016548056621690028,0.06785290990192107,0.003019281309942473,1,0
196,2.6005496978759766,-0.021397406235337257,0.79,0.0152442238670365,-0.0035631206277141614,0,1,0,1,0.07270959227869173,0.011119167855401069,0.036611443312259365,0.005300189616021508,1,0
197,2.612013339996338,-0.02024439536035061,0.79,-0.012332869314753081,-0.0018845428309512136,1,1,2,1,0.08287184109773886,0.008720927355118853,0.00903435013046978,0.006978767412784456,0,0
198,2.623849630355835,-0.019160374999046326,0.79,-0.02736878047405822,0.00606349461846227,1,0,2,0,0.07267648653262723,0.02121408065789904,-0.006001561028835357,0.01492680486219794,0,0
199,2.635594606399536,-0.017429910600185394,0.79,-0.027959305280937166,0.015456751198619209,1,0,2,0,0.07412381101294442,0.017708787512741703,-0.006592085835714304,0.02432006144235488,0,1
200,2.6485557556152344,-0.016070634126663208,0.79,-0.01618861001751952,0.030399974344931593,1,0,2,0,0.06210349204712308,0.014993070384120843,0.005178609427703342,0.03926328458866726,0,1
201,2.662092924118042,-0.014940783381462097,0.79,0.005887625832427905,0.04345202963738673,0,0,0,0,0.04995686864820262,0.014675081191059682,0.027254845277650767,0.0523153398811224,1,1
202,2.6760120391845703,-0.013816309161484241,0.79,0.022352299693704385,0.056802953230009334,0,0,0,0,0.03021147977775463,0.014844814691363072,0.04371951913892724,0.065666263473745,1,1
203,2.690261125564575,-0.013308900408446789,0.79,0.015930519344310716,0.07344229944836153,0,0,0,0,0.00919284649784357,0.0259317069749328,0.037297738789533574,0.0823056096920972,1,1
204,2.705580711364746,-0.012459704652428627,0.79,-0.00028686022492373925,0.08163953991381484,1,0,1,0,0.008878926241170444,0.017400266228752615,0.021080359220299123,0.09050285015755051,1,1
205,2.72253155708313,-0.010622726753354073,0.79,-0.006966546737277313,0.07898661621697035,1,0,2,0,0.02224716426905657,0.006311983784538769,0.01440067270794555,0.08784992646070602,0,1
206,2.74031400680542,-0.009358680807054043,0.79,-0.014821441875315963,0.07462782732119347,1,0,2,0,0.005471147255420506,0.014151302081304723,0.006545777569906899,0.08349113756492914,0,1
207,2.757024049758911,-0.007997628301382065,0.79,-0.01781598844023001,0.0762503880227545,1,0,2,0,0.010507583534099516,0.02140006749104454,0.003551231004992852,0.08511369826649016,0,1
208,2.7726902961730957,-0.006679041776806116,0.79,-0.01985753911176104,0.08640993510959655,1,0,2,0,0.019829453451113442,0.020489274901509206,0.0015096803334618235,0.09527324535333222,0,1
209,2.7859554290771484,-0.005928898695856333,0.79,-0.020004034358728023,0.09838943559041986,1,0,2,0,0.025347332256822692,0.032344386152378314,0.0013631850864948385,0.10725274583415553,0,1
210,2.7975058555603027,-0.0051225293427705765,0.79,-0.018147235525348165,0.10189018427517023,1,0,2,0,0.021837884746562702,0.044375607425008845,0.0032199839198746964,0.1107534945189059,0,1
211,2.809260368347168,-0.0049322377890348434,0.79,-0.01804832468102377,0.097214810622617,1,0,2,0,0.026435431892822353,0.046517322115939085,0.003318894764199092,0.10607812086635267,0,1
212,2.8205840587615967,-0.004495676141232252,0.79,-0.01745208931339272,0.08219117143583785,1,0,2,0,0.022967781741862904,0.052639366491106294,0.003915130131830143,0.09105448167957352,0,1
213,2.831782579421997,-0.004045527894049883,0.79,-0.015346117677934076,0.063549490147134,1,0,2,0,0.02445473873701052,0.056384100301900344,0.0060211017672887855,0.07241280039086967,0,1
214,2.8427932262420654,-0.00352895213291049,0.79,-0.011342812912429681,0.04233444356722142,1,0,2,0,0.021236028346677184,0.06431098966919471,0.01002440653279318,0.05119775381095709,0,1
215,2.8536829948425293,-0.0036258730106055737,0.79,-0.0054565037114869125,0.021487555165514025,1,0,2,0,0.014401306712376622,0.07343210321438685,0.01591071573373595,0.030350865409249694,1,1
216,2.865324020385742,-0.003625720739364624,0.79,0.0021130819292539543,0.005974644547142111,1,0,1,0,0.01770878033013463,0.06978706917490292,0.023480301374476816,0.01483795479087778,1,0
217,2.876577854156494,-0.0038069922011345625,0.79,0.009973887742526943,-0.0023811049777844873,0,1,0,2,0.01898512893424355,0.0712004532726817,0.03134110718774981,0.0064822052659511825,1,0
218,2.8886234760284424,-0.0037144068628549576,0.79,0.016025547273365387,-0.0035057163435204958,0,1,0,2,0.004974930090320118,0.06172784731306639,0.03739276671858825,0.005357593900215174,1,0
219,2.9016993045806885,-0.003672727383673191,0.79,0.024443963979159586,-0.0007935077912047325,0,1,0,2,0.01006246346706002,0.04711382499504509,0.04581118342438245,0.008069802452530937,1,0
220,2.914741277694702,-0.0034081460908055305,0.79,0.03191852680381296,0.01880398259450093,0,0,0,0,0.012482979411114018,0.09579108653111176,0.05328574624903583,0.0276672928382366,1,1
221,2.928995132446289,-0.0033989998046308756,0.79,0.04216826993084773,0.02373025343258612,0,0,0,0,0.009849623931836924,0.03657502964030906,0.06353548937607059,0.03259356367632179,1,1
222,2.944247007369995,-0.003044271608814597,0.79,0.05699430342003392,0.0233160341081926,0,0,0,0,0.02007344936722203,0.016545630936351557,0.07836152286525679,0.03217934435192827,1,1
223,2.960207223892212,-0.002487349556759,0.79,0.06797375115963006,0.0057242786909914994,0,0,0,0,0.015717940535788337,0.06224333761103836,0.08934097060485292,0.01458758893472717,1,0
224,2.976278305053711,-0.0019387616775929928,0.79,0.0741520326103166,0.0026014108607165937,0,1,0,1,0.013104932105665898,0.010630798379674464,0.09551925205553946,0.011464721104452263,1,0
225,2.993154525756836,-0.0009630134445615113,0.79,0.06814288659359022,-0.0056171793666270065,0,1,0,2,0.015272293266316109,0.011533276147374505,0.08951010603881308,0.0032461308771086633,1,0
226,3.0092623233795166,-0.00025176952476613224,0.79,0.06377874509182123,-0.004218898780259522,0,1,0,2,0.013942166086247492,0.011496908002752347,0.0851459645370441,0.004644411463476147,1,0
227,3.024190664291382,-0.0002268944081151858,0.79,0.06507510281332682,-0.0031171114226630214,0,1,0,2,0.021205366410925023,0.022017774955216327,0.08644232225854968,0.005746198821072648,1,0
228,3.037436008453369,3.684118188012356e-16,0.79,0.06479688282471266,-0.004230537679607016,0,1,0,2,0.03747435773725557,0.02175799329451468,0.08616410226993552,0.004632772564128654,1,0
